Price,Taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number
684.13,325.13,MAD,AUH,2023-05-09 14:00,2023-05-09 23:40,UX2703,AUH,MAD,2023-05-16 07:30,2023-05-16 12:30,UX2702
