Price,Taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number
2545.13,359.13,MAD,AUH,2022-11-04 14:00,2022-11-04 23:40,UX2703,AUH,MAD,2022-11-16 07:30,2022-11-16 12:30,UX2702
