Price,Taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number
683.85,324.85,MAD,AUH,2022-04-22 14:00,2022-04-22 23:40,UX2703,AUH,MAD,2023-04-30 07:30,2023-04-30 12:30,UX2702
